Datetime,DiffuseFlows
4/23/2017 3:10,0.133
4/23/2017 3:20,0.141
4/23/2017 3:30,0.137
4/23/2017 3:40,0.137
4/23/2017 3:50,0.115
4/23/2017 4:00,0.096
4/23/2017 4:10,0.108
4/23/2017 4:20,0.082
4/23/2017 4:30,0.093
4/23/2017 4:40,0.133
4/23/2017 4:50,0.104
4/23/2017 5:00,0.089
4/23/2017 5:10,0.096
4/23/2017 5:20,0.156
4/23/2017 5:30,0.089
4/23/2017 5:40,0.133
4/23/2017 5:50,0.104
4/23/2017 6:00,0.119
4/23/2017 6:10,0.122
4/23/2017 6:20,0.682
4/23/2017 6:30,2.936
4/23/2017 6:40,10.13
4/23/2017 6:50,27.48
4/23/2017 7:00,58.56
4/23/2017 7:10,97.3
4/23/2017 7:20,129.5
4/23/2017 7:30,116.6
4/23/2017 7:40,114.2
4/23/2017 7:50,80
4/23/2017 8:00,154.4
4/23/2017 8:10,237.5
4/23/2017 8:20,295.1
4/23/2017 8:30,319.2
4/23/2017 8:40,364.9
4/23/2017 8:50,299.5
4/23/2017 9:00,230.4
4/23/2017 9:10,190.9
4/23/2017 9:20,159.1
4/23/2017 9:30,159.8
4/23/2017 9:40,143
4/23/2017 9:50,131.3
4/23/2017 10:00,121.6
4/23/2017 10:10,113.9
4/23/2017 10:20,124.4
4/23/2017 10:30,122.4
4/23/2017 10:40,133.7
4/23/2017 10:50,141.4
4/23/2017 11:00,168.6
4/23/2017 11:10,160.8
4/23/2017 11:20,158.1
4/23/2017 11:30,199.5
4/23/2017 11:40,226.5
4/23/2017 11:50,194.7
4/23/2017 12:00,176.8
4/23/2017 12:10,236.3
4/23/2017 12:20,291.2
4/23/2017 12:30,305.2
4/23/2017 12:40,336.9
4/23/2017 12:50,353.6
4/23/2017 13:00,339.5
4/23/2017 13:10,326.1
4/23/2017 13:20,338
4/23/2017 13:30,352.9
4/23/2017 13:40,340.5
4/23/2017 13:50,377.3
4/23/2017 14:00,361.7
4/23/2017 14:10,331.5
4/23/2017 14:20,364
4/23/2017 14:30,329.8
4/23/2017 14:40,241.1
4/23/2017 14:50,207.7
4/23/2017 15:00,191.4
4/23/2017 15:10,180.7
4/23/2017 15:20,321.6
4/23/2017 15:30,346.7
4/23/2017 15:40,336.6
4/23/2017 15:50,253.3
4/23/2017 16:00,192.4
4/23/2017 16:10,151
4/23/2017 16:20,124.3
4/23/2017 16:30,163.9
4/23/2017 16:40,170.5
4/23/2017 16:50,168.1
4/23/2017 17:00,182.1
4/23/2017 17:10,145.7
4/23/2017 17:20,163.4
4/23/2017 17:30,196.5
4/23/2017 17:40,209.6
4/23/2017 17:50,158.4
4/23/2017 18:00,134.3
4/23/2017 18:10,124
4/23/2017 18:20,69.5
4/23/2017 18:30,66.7
4/23/2017 18:40,68.28
4/23/2017 18:50,50.43
4/23/2017 19:00,51.29
4/23/2017 19:10,28.38
4/23/2017 19:20,20.7
4/23/2017 19:30,21.33
4/23/2017 19:40,6.28
4/23/2017 19:50,2.22
4/23/2017 20:00,0.782
4/23/2017 20:10,0.3
4/23/2017 20:20,0.119
4/23/2017 20:30,0.148
4/23/2017 20:40,0.152
4/23/2017 20:50,0.093
4/23/2017 21:00,0.133
4/23/2017 21:10,0.108
4/23/2017 21:20,0.082
4/23/2017 21:30,0.104
4/23/2017 21:40,0.108
4/23/2017 21:50,0.145
4/23/2017 22:00,0.093
4/23/2017 22:10,0.126
4/23/2017 22:20,0.137
4/23/2017 22:30,0.126
4/23/2017 22:40,0.13
4/23/2017 22:50,0.07
4/23/2017 23:00,0.126
4/23/2017 23:10,0.1
4/23/2017 23:20,0.126
4/23/2017 23:30,0.141
4/23/2017 23:40,0.078
4/23/2017 23:50,0.119
4/24/2017 0:00,0.145
4/24/2017 0:10,0.13
4/24/2017 0:20,0.141
4/24/2017 0:30,0.152
4/24/2017 0:40,0.133
4/24/2017 0:50,0.193
4/24/2017 1:00,0.133
4/24/2017 1:10,0.167
4/24/2017 1:20,0.148
4/24/2017 1:30,0.193
4/24/2017 1:40,0.133
4/24/2017 1:50,0.085
4/24/2017 2:00,0.108
4/24/2017 2:10,0.104
4/24/2017 2:20,0.133
4/24/2017 2:30,0.119
4/24/2017 2:40,0.133
4/24/2017 2:50,0.156
4/24/2017 3:00,0.145
4/24/2017 3:10,0.096
4/24/2017 3:20,0.137
4/24/2017 3:30,0.137
4/24/2017 3:40,0.182
4/24/2017 3:50,0.119
4/24/2017 4:00,0.141
4/24/2017 4:10,0.145
4/24/2017 4:20,0.171
4/24/2017 4:30,0.13
4/24/2017 4:40,0.193
4/24/2017 4:50,0.13
4/24/2017 5:00,0.111
4/24/2017 5:10,0.133
4/24/2017 5:20,0.13
4/24/2017 5:30,0.108
4/24/2017 5:40,0.119
4/24/2017 5:50,0.204
4/24/2017 6:00,0.156
4/24/2017 6:10,0.163
4/24/2017 6:20,0.508
4/24/2017 6:30,1.575
4/24/2017 6:40,6.465
4/24/2017 6:50,15.32
4/24/2017 7:00,28.79
4/24/2017 7:10,33.47
4/24/2017 7:20,48.33
4/24/2017 7:30,47.02
4/24/2017 7:40,61.75
4/24/2017 7:50,99.4
4/24/2017 8:00,164.5
4/24/2017 8:10,258.9
4/24/2017 8:20,289.1
4/24/2017 8:30,321.4
4/24/2017 8:40,416.4
4/24/2017 8:50,387.5
4/24/2017 9:00,215.8
4/24/2017 9:10,255.7
4/24/2017 9:20,177.1
4/24/2017 9:30,137.3
4/24/2017 9:40,100.4
4/24/2017 9:50,97.2
4/24/2017 10:00,93.3
4/24/2017 10:10,193.6
4/24/2017 10:20,235.9
4/24/2017 10:30,251.8
4/24/2017 10:40,224.6
4/24/2017 10:50,244.8
4/24/2017 11:00,306.6
4/24/2017 11:10,276.8
4/24/2017 11:20,293.5
4/24/2017 11:30,285.7
4/24/2017 11:40,317.7
4/24/2017 11:50,293
4/24/2017 12:00,265.8
4/24/2017 12:10,231.1
4/24/2017 12:20,275.6
4/24/2017 12:30,302.7
4/24/2017 12:40,353.8
4/24/2017 12:50,382.4
4/24/2017 13:00,255.3
4/24/2017 13:10,332.4
4/24/2017 13:20,345.8
4/24/2017 13:30,385.5
4/24/2017 13:40,342.6
4/24/2017 13:50,375.2
4/24/2017 14:00,337.7
4/24/2017 14:10,329.4
4/24/2017 14:20,357.6
4/24/2017 14:30,303.5
4/24/2017 14:40,311.2
4/24/2017 14:50,346.5
4/24/2017 15:00,280.2
4/24/2017 15:10,258.3
4/24/2017 15:20,268.5
4/24/2017 15:30,200.8
4/24/2017 15:40,165.6
4/24/2017 15:50,135.9
4/24/2017 16:00,152.7
4/24/2017 16:10,204.8
4/24/2017 16:20,200.2
4/24/2017 16:30,223.7
4/24/2017 16:40,233.1
4/24/2017 16:50,233.2
4/24/2017 17:00,209.7
4/24/2017 17:10,227
4/24/2017 17:20,243.2
4/24/2017 17:30,182.2
4/24/2017 17:40,120.2
4/24/2017 17:50,99.6
4/24/2017 18:00,82.5
4/24/2017 18:10,95.8
4/24/2017 18:20,75.6
4/24/2017 18:30,71.3
4/24/2017 18:40,54.2
4/24/2017 18:50,46.09
4/24/2017 19:00,35
4/24/2017 19:10,26.02
4/24/2017 19:20,23.34
4/24/2017 19:30,17.75
4/24/2017 19:40,11.37
4/24/2017 19:50,6.024
4/24/2017 20:00,2.662
4/24/2017 20:10,0.423
4/24/2017 20:20,0.141
4/24/2017 20:30,0.104
4/24/2017 20:40,0.145
4/24/2017 20:50,0.108
4/24/2017 21:00,0.115
4/24/2017 21:10,0.078
4/24/2017 21:20,0.1
4/24/2017 21:30,0.119
4/24/2017 21:40,0.082
4/24/2017 21:50,0.13
4/24/2017 22:00,0.148
4/24/2017 22:10,0.119
4/24/2017 22:20,0.126
4/24/2017 22:30,0.148
4/24/2017 22:40,0.145
4/24/2017 22:50,0.141
4/24/2017 23:00,0.122
4/24/2017 23:10,0.163
4/24/2017 23:20,0.137
4/24/2017 23:30,0.141
4/24/2017 23:40,0.141
4/24/2017 23:50,0.171
4/25/2017 0:00,0.156
4/25/2017 0:10,0.174
4/25/2017 0:20,0.196
4/25/2017 0:30,0.156
4/25/2017 0:40,0.156
4/25/2017 0:50,0.108
4/25/2017 1:00,0.126
4/25/2017 1:10,0.163
4/25/2017 1:20,0.115
4/25/2017 1:30,0.145
4/25/2017 1:40,0.119
4/25/2017 1:50,0.137
4/25/2017 2:00,0.167
4/25/2017 2:10,0.126
4/25/2017 2:20,0.122
4/25/2017 2:30,0.1
4/25/2017 2:40,0.163
4/25/2017 2:50,0.167
4/25/2017 3:00,0.156
4/25/2017 3:10,0.104
4/25/2017 3:20,0.163
4/25/2017 3:30,0.133
4/25/2017 3:40,0.152
4/25/2017 3:50,0.13
4/25/2017 4:00,0.148
4/25/2017 4:10,0.156
4/25/2017 4:20,0.152
4/25/2017 4:30,0.119
4/25/2017 4:40,0.108
4/25/2017 4:50,0.163
4/25/2017 5:00,0.126
4/25/2017 5:10,0.156
4/25/2017 5:20,0.13
4/25/2017 5:30,0.122
4/25/2017 5:40,0.137
4/25/2017 5:50,0.108
4/25/2017 6:00,0.148
4/25/2017 6:10,0.171
4/25/2017 6:20,0.526
4/25/2017 6:30,2.005
4/25/2017 6:40,6.517
4/25/2017 6:50,17.18
4/25/2017 7:00,33.71
4/25/2017 7:10,63.64
4/25/2017 7:20,39.5
4/25/2017 7:30,41
4/25/2017 7:40,45.48
4/25/2017 7:50,54.38
4/25/2017 8:00,84.1
4/25/2017 8:10,212.8
4/25/2017 8:20,198.2
4/25/2017 8:30,260.3
4/25/2017 8:40,521.8
4/25/2017 8:50,293.8
4/25/2017 9:00,380.9
4/25/2017 9:10,222.7
4/25/2017 9:20,190.5
4/25/2017 9:30,171.5
4/25/2017 9:40,115.9
4/25/2017 9:50,136.6
4/25/2017 10:00,121.8
4/25/2017 10:10,158.8
4/25/2017 10:20,152.9
4/25/2017 10:30,178.4
4/25/2017 10:40,210.4
4/25/2017 10:50,171.5
4/25/2017 11:00,189.6
4/25/2017 11:10,195.2
4/25/2017 11:20,240.9
4/25/2017 11:30,257.5
4/25/2017 11:40,222.6
4/25/2017 11:50,286.1
4/25/2017 12:00,348.1
4/25/2017 12:10,306.2
4/25/2017 12:20,253.3
4/25/2017 12:30,240.7
4/25/2017 12:40,282.8
4/25/2017 12:50,247.2
4/25/2017 13:00,300.4
4/25/2017 13:10,324.5
4/25/2017 13:20,291.8
4/25/2017 13:30,297.6
4/25/2017 13:40,157.4
4/25/2017 13:50,170
4/25/2017 14:00,232.3
4/25/2017 14:10,179.7
4/25/2017 14:20,195.8
4/25/2017 14:30,202.5
4/25/2017 14:40,218.1
4/25/2017 14:50,222.6
4/25/2017 15:00,199.2
4/25/2017 15:10,226.3
4/25/2017 15:20,127.6
4/25/2017 15:30,33.88
4/25/2017 15:40,64.93
4/25/2017 15:50,69.43
4/25/2017 16:00,47.87
4/25/2017 16:10,55.36
4/25/2017 16:20,45.84
4/25/2017 16:30,57.27
4/25/2017 16:40,85.2
4/25/2017 16:50,45.73
4/25/2017 17:00,26.7
4/25/2017 17:10,30.27
4/25/2017 17:20,40.51
4/25/2017 17:30,38.52
4/25/2017 17:40,40.36
4/25/2017 17:50,41.5
4/25/2017 18:00,84.9
4/25/2017 18:10,305.7
4/25/2017 18:20,283.5
4/25/2017 18:30,103.3
4/25/2017 18:40,201
4/25/2017 18:50,143.2
4/25/2017 19:00,167.5
4/25/2017 19:10,115.2
4/25/2017 19:20,89.3
4/25/2017 19:30,66.7
4/25/2017 19:40,28.63
4/25/2017 19:50,8.96
4/25/2017 20:00,3.003
4/25/2017 20:10,1.019
4/25/2017 20:20,0.159
4/25/2017 20:30,0.126
4/25/2017 20:40,0.145
4/25/2017 20:50,0.152
4/25/2017 21:00,0.126
4/25/2017 21:10,0.111
4/25/2017 21:20,0.145
4/25/2017 21:30,0.145
4/25/2017 21:40,0.1
4/25/2017 21:50,0.133
4/25/2017 22:00,0.137
4/25/2017 22:10,0.126
4/25/2017 22:20,0.115
4/25/2017 22:30,0.1
4/25/2017 22:40,0.111
4/25/2017 22:50,0.093
4/25/2017 23:00,0.104
4/25/2017 23:10,0.078
4/25/2017 23:20,0.133
4/25/2017 23:30,0.104
4/25/2017 23:40,0.108
4/25/2017 23:50,0.171
4/26/2017 0:00,0.111
4/26/2017 0:10,0.115
4/26/2017 0:20,0.152
4/26/2017 0:30,0.145
4/26/2017 0:40,0.082
4/26/2017 0:50,0.1
4/26/2017 1:00,0.096
4/26/2017 1:10,0.145
4/26/2017 1:20,0.07
4/26/2017 1:30,0.104
4/26/2017 1:40,0.141
4/26/2017 1:50,0.122
4/26/2017 2:00,0.167
4/26/2017 2:10,0.108
4/26/2017 2:20,0.115
4/26/2017 2:30,0.115
4/26/2017 2:40,0.126
4/26/2017 2:50,0.13
4/26/2017 3:00,0.122
4/26/2017 3:10,0.108
4/26/2017 3:20,0.111
4/26/2017 3:30,0.096
4/26/2017 3:40,0.104
4/26/2017 3:50,0.145
4/26/2017 4:00,0.093
4/26/2017 4:10,0.126
4/26/2017 4:20,0.1
4/26/2017 4:30,0.137
4/26/2017 4:40,0.115
4/26/2017 4:50,0.122
4/26/2017 5:00,0.111
4/26/2017 5:10,0.119
4/26/2017 5:20,0.152
4/26/2017 5:30,0.104
4/26/2017 5:40,0.093
4/26/2017 5:50,0.104
4/26/2017 6:00,0.13
4/26/2017 6:10,0.256
4/26/2017 6:20,1.331
4/26/2017 6:30,3.57
4/26/2017 6:40,10.68
4/26/2017 6:50,23.22
4/26/2017 7:00,29.37
4/26/2017 7:10,83.9
4/26/2017 7:20,118.9
4/26/2017 7:30,146.3
4/26/2017 7:40,200.1
4/26/2017 7:50,206.4
4/26/2017 8:00,229.2
4/26/2017 8:10,262.7
4/26/2017 8:20,326.7
4/26/2017 8:30,359
4/26/2017 8:40,339.7
4/26/2017 8:50,360.3
4/26/2017 9:00,302.5
4/26/2017 9:10,198.7
4/26/2017 9:20,195.7
4/26/2017 9:30,246.7
4/26/2017 9:40,238.8
4/26/2017 9:50,194.9
4/26/2017 10:00,148.3
4/26/2017 10:10,109.6
4/26/2017 10:20,151.3
4/26/2017 10:30,106.3
4/26/2017 10:40,134.1
4/26/2017 10:50,94.4
4/26/2017 11:00,197.8
4/26/2017 11:10,241.8
4/26/2017 11:20,258.2
4/26/2017 11:30,188.9
4/26/2017 11:40,210.5
4/26/2017 11:50,141.2
4/26/2017 12:00,97.5
4/26/2017 12:10,145.1
4/26/2017 12:20,217.7
4/26/2017 12:30,262.7
4/26/2017 12:40,198
4/26/2017 12:50,238.9
4/26/2017 13:00,228.5
4/26/2017 13:10,211.9
4/26/2017 13:20,181.9
4/26/2017 13:30,166.2
4/26/2017 13:40,167.8
4/26/2017 13:50,133.7
4/26/2017 14:00,136.8
4/26/2017 14:10,149.1
4/26/2017 14:20,154.3
4/26/2017 14:30,133.9
4/26/2017 14:40,176.9
4/26/2017 14:50,154
4/26/2017 15:00,104.5
4/26/2017 15:10,97.5
4/26/2017 15:20,111.4
4/26/2017 15:30,95.3
4/26/2017 15:40,92.9
4/26/2017 15:50,74.2
4/26/2017 16:00,72.5
4/26/2017 16:10,80.8
4/26/2017 16:20,86.2
4/26/2017 16:30,88.6
4/26/2017 16:40,80.1
4/26/2017 16:50,90.1
4/26/2017 17:00,109.5
4/26/2017 17:10,195
4/26/2017 17:20,257.2
4/26/2017 17:30,383.4
4/26/2017 17:40,371.6
4/26/2017 17:50,361.6
4/26/2017 18:00,309.5
4/26/2017 18:10,278.3
4/26/2017 18:20,210.1
4/26/2017 18:30,184.9
4/26/2017 18:40,184.7
4/26/2017 18:50,132.2
4/26/2017 19:00,90.8
4/26/2017 19:10,68.54
4/26/2017 19:20,63.37
4/26/2017 19:30,56.68
4/26/2017 19:40,35.18
4/26/2017 19:50,11.88
4/26/2017 20:00,3.618
4/26/2017 20:10,1.101
4/26/2017 20:20,0.111
4/26/2017 20:30,0.122
4/26/2017 20:40,0.104
4/26/2017 20:50,0.119
4/26/2017 21:00,0.122
4/26/2017 21:10,0.108
4/26/2017 21:20,0.1
4/26/2017 21:30,0.137
4/26/2017 21:40,0.085
4/26/2017 21:50,0.119
4/26/2017 22:00,0.082
4/26/2017 22:10,0.085
4/26/2017 22:20,0.133
4/26/2017 22:30,0.089
4/26/2017 22:40,0.108
4/26/2017 22:50,0.093
4/26/2017 23:00,0.152
4/26/2017 23:10,0.137
4/26/2017 23:20,0.145
4/26/2017 23:30,0.096
4/26/2017 23:40,0.148
4/26/2017 23:50,0.156
4/27/2017 0:00,0.182
4/27/2017 0:10,0.196
4/27/2017 0:20,0.193
4/27/2017 0:30,0.133
4/27/2017 0:40,0.167
4/27/2017 0:50,0.148
4/27/2017 1:00,0.189
4/27/2017 1:10,0.148
4/27/2017 1:20,0.156
4/27/2017 1:30,0.145
4/27/2017 1:40,0.245
4/27/2017 1:50,0.167
4/27/2017 2:00,0.13
4/27/2017 2:10,0.145
4/27/2017 2:20,0.093
4/27/2017 2:30,0.119
4/27/2017 2:40,0.196
4/27/2017 2:50,0.096
4/27/2017 3:00,0.137
4/27/2017 3:10,0.145
4/27/2017 3:20,0.133
4/27/2017 3:30,0.211
4/27/2017 3:40,0.159
4/27/2017 3:50,0.182
4/27/2017 4:00,0.185
4/27/2017 4:10,0.152
4/27/2017 4:20,0.152
4/27/2017 4:30,0.156
4/27/2017 4:40,0.137
4/27/2017 4:50,0.1
4/27/2017 5:00,0.163
4/27/2017 5:10,0.204
4/27/2017 5:20,0.174
4/27/2017 5:30,0.174
4/27/2017 5:40,0.189
4/27/2017 5:50,0.126
4/27/2017 6:00,0.167
4/27/2017 6:10,0.371
4/27/2017 6:20,1.894
4/27/2017 6:30,6.302
4/27/2017 6:40,21.65
4/27/2017 6:50,47.02
4/27/2017 7:00,79.4
4/27/2017 7:10,104.1
4/27/2017 7:20,118
4/27/2017 7:30,166.4
4/27/2017 7:40,191.3
4/27/2017 7:50,229.7
4/27/2017 8:00,244.2
4/27/2017 8:10,296.4
4/27/2017 8:20,329.7
4/27/2017 8:30,366.9
4/27/2017 8:40,405.7
4/27/2017 8:50,363.2
4/27/2017 9:00,371.3
4/27/2017 9:10,222.8
4/27/2017 9:20,109.3
4/27/2017 9:30,67.49
4/27/2017 9:40,55.21
4/27/2017 9:50,54.74
4/27/2017 10:00,57.87
4/27/2017 10:10,62.88
4/27/2017 10:20,52.02
4/27/2017 10:30,53.99
4/27/2017 10:40,66.29
4/27/2017 10:50,63.44
4/27/2017 11:00,53.82
4/27/2017 11:10,67.57
4/27/2017 11:20,82.1
4/27/2017 11:30,122.8
4/27/2017 11:40,138.3
4/27/2017 11:50,120.5
4/27/2017 12:00,130.5
4/27/2017 12:10,144.5
4/27/2017 12:20,149.6
4/27/2017 12:30,126.5
4/27/2017 12:40,107.6
4/27/2017 12:50,91.6
4/27/2017 13:00,110.5
4/27/2017 13:10,144.5
4/27/2017 13:20,151.3
4/27/2017 13:30,134.8
4/27/2017 13:40,103.4
4/27/2017 13:50,85.7
4/27/2017 14:00,82.4
4/27/2017 14:10,98.4
4/27/2017 14:20,110.3
4/27/2017 14:30,103.4
4/27/2017 14:40,74.9
4/27/2017 14:50,70.2
4/27/2017 15:00,75.7
4/27/2017 15:10,67.62
4/27/2017 15:20,71.1
4/27/2017 15:30,91.4
4/27/2017 15:40,127.5
4/27/2017 15:50,164.3
4/27/2017 16:00,175.9
4/27/2017 16:10,150.9
4/27/2017 16:20,188.5
4/27/2017 16:30,274.5
4/27/2017 16:40,369.9
4/27/2017 16:50,424.5
4/27/2017 17:00,437.1
4/27/2017 17:10,325.7
4/27/2017 17:20,243.6
4/27/2017 17:30,320.7
4/27/2017 17:40,225.1
4/27/2017 17:50,205.2
4/27/2017 18:00,267.5
4/27/2017 18:10,171.4
4/27/2017 18:20,187.9
4/27/2017 18:30,215.4
4/27/2017 18:40,173.4
4/27/2017 18:50,157
4/27/2017 19:00,53.52
4/27/2017 19:10,101.6
4/27/2017 19:20,83.5
4/27/2017 19:30,54.64
4/27/2017 19:40,31.45
4/27/2017 19:50,12.16
4/27/2017 20:00,4.582
4/27/2017 20:10,1.383
4/27/2017 20:20,0.289
4/27/2017 20:30,0.115
4/27/2017 20:40,0.122
4/27/2017 20:50,0.122
4/27/2017 21:00,0.108
4/27/2017 21:10,0.104
4/27/2017 21:20,0.126
4/27/2017 21:30,0.119
4/27/2017 21:40,0.104
4/27/2017 21:50,0.078
4/27/2017 22:00,0.1
4/27/2017 22:10,0.119
4/27/2017 22:20,0.108
4/27/2017 22:30,0.148
4/27/2017 22:40,0.119
4/27/2017 22:50,0.126
4/27/2017 23:00,0.126
4/27/2017 23:10,0.126
4/27/2017 23:20,0.222
4/27/2017 23:30,0.137
4/27/2017 23:40,0.145
4/27/2017 23:50,0.133
4/28/2017 0:00,0.226
4/28/2017 0:10,0.137
4/28/2017 0:20,0.156
4/28/2017 0:30,0.189
4/28/2017 0:40,0.115
4/28/2017 0:50,0.193
4/28/2017 1:00,0.171
4/28/2017 1:10,0.163
4/28/2017 1:20,0.182
4/28/2017 1:30,0.156
4/28/2017 1:40,0.178
4/28/2017 1:50,0.259
4/28/2017 2:00,0.174
4/28/2017 2:10,0.156
4/28/2017 2:20,0.145
4/28/2017 2:30,0.171
4/28/2017 2:40,0.174
4/28/2017 2:50,0.119
4/28/2017 3:00,0.171
4/28/2017 3:10,0.182
4/28/2017 3:20,0.174
4/28/2017 3:30,0.178
4/28/2017 3:40,0.145
4/28/2017 3:50,0.148
4/28/2017 4:00,0.241
4/28/2017 4:10,0.182
4/28/2017 4:20,0.208
4/28/2017 4:30,0.2
4/28/2017 4:40,0.226
4/28/2017 4:50,0.219
4/28/2017 5:00,0.111
4/28/2017 5:10,0.167
4/28/2017 5:20,0.141
4/28/2017 5:30,0.126
4/28/2017 5:40,0.185
4/28/2017 5:50,0.23
4/28/2017 6:00,0.196
4/28/2017 6:10,0.36
4/28/2017 6:20,1.746
4/28/2017 6:30,4.541
4/28/2017 6:40,21.56
4/28/2017 6:50,47.75
4/28/2017 7:00,75.6
4/28/2017 7:10,102.6
4/28/2017 7:20,132.6
4/28/2017 7:30,164.9
4/28/2017 7:40,199.3
4/28/2017 7:50,234.5
4/28/2017 8:00,269.4
4/28/2017 8:10,304.5
4/28/2017 8:20,338.6
4/28/2017 8:30,374.1
4/28/2017 8:40,409.8
4/28/2017 8:50,445.4
4/28/2017 9:00,475.9
4/28/2017 9:10,451.9
4/28/2017 9:20,259.1
4/28/2017 9:30,99.1
4/28/2017 9:40,51.01
4/28/2017 9:50,40.67
4/28/2017 10:00,40
4/28/2017 10:10,39.24
4/28/2017 10:20,39.73
4/28/2017 10:30,39.08
4/28/2017 10:40,39.93
4/28/2017 10:50,40.12
4/28/2017 11:00,40.55
4/28/2017 11:10,40.77
4/28/2017 11:20,41.6
4/28/2017 11:30,40.88
4/28/2017 11:40,40.81
4/28/2017 11:50,40.28
4/28/2017 12:00,41.61
4/28/2017 12:10,46
4/28/2017 12:20,47.71
4/28/2017 12:30,46.79
4/28/2017 12:40,50.51
4/28/2017 12:50,52
4/28/2017 13:00,52.15
4/28/2017 13:10,52
4/28/2017 13:20,50.92
4/28/2017 13:30,52.79
4/28/2017 13:40,55.77
4/28/2017 13:50,61.7
4/28/2017 14:00,69.02
4/28/2017 14:10,82.2
4/28/2017 14:20,94.3
4/28/2017 14:30,110.4
4/28/2017 14:40,131.5
4/28/2017 14:50,153.5
4/28/2017 15:00,173.4
4/28/2017 15:10,191.5
4/28/2017 15:20,184.4
4/28/2017 15:30,177
4/28/2017 15:40,180.3
4/28/2017 15:50,194.6
4/28/2017 16:00,200.7
4/28/2017 16:10,221.4
4/28/2017 16:20,236.1
4/28/2017 16:30,309.3
4/28/2017 16:40,378.4
4/28/2017 16:50,445.5
4/28/2017 17:00,479.1
4/28/2017 17:10,377
4/28/2017 17:20,291.4
4/28/2017 17:30,269
4/28/2017 17:40,221.5
4/28/2017 17:50,185.3
4/28/2017 18:00,227.8
4/28/2017 18:10,269.6
4/28/2017 18:20,230.7
4/28/2017 18:30,157.1
4/28/2017 18:40,126.5
4/28/2017 18:50,99.6
4/28/2017 19:00,75.5
4/28/2017 19:10,56.82
4/28/2017 19:20,40.26
4/28/2017 19:30,28.55
4/28/2017 19:40,16.7
4/28/2017 19:50,7.71
4/28/2017 20:00,2.039
4/28/2017 20:10,0.775
4/28/2017 20:20,0.156
4/28/2017 20:30,0.1
4/28/2017 20:40,0.1
4/28/2017 20:50,0.07
4/28/2017 21:00,0.104
4/28/2017 21:10,0.13
4/28/2017 21:20,0.089
4/28/2017 21:30,0.119
4/28/2017 21:40,0.111
4/28/2017 21:50,0.093
4/28/2017 22:00,0.119
4/28/2017 22:10,0.07
4/28/2017 22:20,0.133
4/28/2017 22:30,0.111
4/28/2017 22:40,0.096
4/28/2017 22:50,0.1
4/28/2017 23:00,0.093
4/28/2017 23:10,0.108
4/28/2017 23:20,0.1
4/28/2017 23:30,0.167
4/28/2017 23:40,0.115
4/28/2017 23:50,0.145
4/29/2017 0:00,0.137
4/29/2017 0:10,0.111
4/29/2017 0:20,0.119
4/29/2017 0:30,0.104
4/29/2017 0:40,0.089
4/29/2017 0:50,0.119
4/29/2017 1:00,0.148
4/29/2017 1:10,0.089
4/29/2017 1:20,0.119
4/29/2017 1:30,0.119
4/29/2017 1:40,0.074
4/29/2017 1:50,0.111
4/29/2017 2:00,0.145
4/29/2017 2:10,0.111
4/29/2017 2:20,0.141
4/29/2017 2:30,0.13
4/29/2017 2:40,0.137
4/29/2017 2:50,0.111
4/29/2017 3:00,0.145
4/29/2017 3:10,0.111
4/29/2017 3:20,0.093
4/29/2017 3:30,0.108
4/29/2017 3:40,0.122
4/29/2017 3:50,0.115
4/29/2017 4:00,0.1
4/29/2017 4:10,0.093
4/29/2017 4:20,0.108
4/29/2017 4:30,0.115
4/29/2017 4:40,0.096
4/29/2017 4:50,0.104
4/29/2017 5:00,0.104
4/29/2017 5:10,0.108
4/29/2017 5:20,0.115
4/29/2017 5:30,0.122
4/29/2017 5:40,0.093
4/29/2017 5:50,0.111
4/29/2017 6:00,0.133
4/29/2017 6:10,0.419
4/29/2017 6:20,1.69
4/29/2017 6:30,5.382
4/29/2017 6:40,20.71
4/29/2017 6:50,26.6
4/29/2017 7:00,45.11
4/29/2017 7:10,78.9
4/29/2017 7:20,141.8
4/29/2017 7:30,123
4/29/2017 7:40,102.4
4/29/2017 7:50,102.6
4/29/2017 8:00,74.8
4/29/2017 8:10,108.1
4/29/2017 8:20,251.8
4/29/2017 8:30,335.6
4/29/2017 8:40,410.2
4/29/2017 8:50,451.7
4/29/2017 9:00,488
4/29/2017 9:10,499
4/29/2017 9:20,321.3
4/29/2017 9:30,188.3
4/29/2017 9:40,104.1
4/29/2017 9:50,91.9
4/29/2017 10:00,94
4/29/2017 10:10,77.1
4/29/2017 10:20,67.7
4/29/2017 10:30,75.7
4/29/2017 10:40,67.49
4/29/2017 10:50,55.99
4/29/2017 11:00,48.41
4/29/2017 11:10,45.29
4/29/2017 11:20,43.83
4/29/2017 11:30,42.47
4/29/2017 11:40,41.77
4/29/2017 11:50,42.08
4/29/2017 12:00,41.46
4/29/2017 12:10,41.04
4/29/2017 12:20,41.38
4/29/2017 12:30,41.43
4/29/2017 12:40,42.1
4/29/2017 12:50,42.66
4/29/2017 13:00,44.52
4/29/2017 13:10,46.49
4/29/2017 13:20,46.17
4/29/2017 13:30,45.44
4/29/2017 13:40,44.83
4/29/2017 13:50,44.79
4/29/2017 14:00,44.51
4/29/2017 14:10,43.51
4/29/2017 14:20,42.33
4/29/2017 14:30,41.88
4/29/2017 14:40,42.16
4/29/2017 14:50,43.46
4/29/2017 15:00,45.58
