Datetime,GeneralDiffuseFlows
1/25/2017 11:50,497.9
1/25/2017 12:00,511.5
1/25/2017 12:10,522.7
1/25/2017 12:20,533.2
1/25/2017 12:30,541.2
1/25/2017 12:40,548.9
1/25/2017 12:50,555.6
1/25/2017 13:00,557.4
1/25/2017 13:10,557.6
1/25/2017 13:20,558.9
1/25/2017 13:30,559.7
1/25/2017 13:40,558.6
1/25/2017 13:50,553.4
1/25/2017 14:00,548.6
1/25/2017 14:10,541.6
1/25/2017 14:20,533.1
1/25/2017 14:30,523.8
1/25/2017 14:40,511.5
1/25/2017 14:50,498.2
1/25/2017 15:00,482.5
1/25/2017 15:10,467
1/25/2017 15:20,450.2
1/25/2017 15:30,430.6
1/25/2017 15:40,410.6
1/25/2017 15:50,388.6
1/25/2017 16:00,366.7
1/25/2017 16:10,342.5
1/25/2017 16:20,317.2
1/25/2017 16:30,290.4
1/25/2017 16:40,264.2
1/25/2017 16:50,237.5
1/25/2017 17:00,209.5
1/25/2017 17:10,184.4
1/25/2017 17:20,158.7
1/25/2017 17:30,132.2
1/25/2017 17:40,107.2
1/25/2017 17:50,85.1
1/25/2017 18:00,64.06
1/25/2017 18:10,44.15
1/25/2017 18:20,13.6
1/25/2017 18:30,7.01
1/25/2017 18:40,3.477
1/25/2017 18:50,1.091
1/25/2017 19:00,0.205
1/25/2017 19:10,0.073
1/25/2017 19:20,0.051
1/25/2017 19:30,0.059
1/25/2017 19:40,0.059
1/25/2017 19:50,0.066
1/25/2017 20:00,0.077
1/25/2017 20:10,0.055
1/25/2017 20:20,0.044
1/25/2017 20:30,0.037
1/25/2017 20:40,0.037
1/25/2017 20:50,0.04
1/25/2017 21:00,0.077
1/25/2017 21:10,0.04
1/25/2017 21:20,0.095
1/25/2017 21:30,0.048
1/25/2017 21:40,0.07
1/25/2017 21:50,0.062
1/25/2017 22:00,0.04
1/25/2017 22:10,0.051
1/25/2017 22:20,0.044
1/25/2017 22:30,0.055
1/25/2017 22:40,0.062
1/25/2017 22:50,0.066
1/25/2017 23:00,0.051
1/25/2017 23:10,0.044
1/25/2017 23:20,0.059
1/25/2017 23:30,0.066
1/25/2017 23:40,0.044
1/25/2017 23:50,0.04
1/26/2017 0:00,0.07
1/26/2017 0:10,0.048
1/26/2017 0:20,0.084
1/26/2017 0:30,0.059
1/26/2017 0:40,0.037
1/26/2017 0:50,0.077
1/26/2017 1:00,0.044
1/26/2017 1:10,0.044
1/26/2017 1:20,0.081
1/26/2017 1:30,0.07
1/26/2017 1:40,0.059
1/26/2017 1:50,0.044
1/26/2017 2:00,0.062
1/26/2017 2:10,0.066
1/26/2017 2:20,0.081
1/26/2017 2:30,0.055
1/26/2017 2:40,0.073
1/26/2017 2:50,0.062
1/26/2017 3:00,0.073
1/26/2017 3:10,0.099
1/26/2017 3:20,0.055
1/26/2017 3:30,0.077
1/26/2017 3:40,0.07
1/26/2017 3:50,0.051
1/26/2017 4:00,0.066
1/26/2017 4:10,0.062
1/26/2017 4:20,0.07
1/26/2017 4:30,0.07
1/26/2017 4:40,0.066
1/26/2017 4:50,0.073
1/26/2017 5:00,0.066
1/26/2017 5:10,0.051
1/26/2017 5:20,0.07
1/26/2017 5:30,0.066
1/26/2017 5:40,0.062
1/26/2017 5:50,0.062
1/26/2017 6:00,0.059
1/26/2017 6:10,0.073
1/26/2017 6:20,0.062
1/26/2017 6:30,0.073
1/26/2017 6:40,0.088
1/26/2017 6:50,0.088
1/26/2017 7:00,0.04
1/26/2017 7:10,0.048
1/26/2017 7:20,0.077
1/26/2017 7:30,0.059
1/26/2017 7:40,0.051
1/26/2017 7:50,0.088
1/26/2017 8:00,0.315
1/26/2017 8:10,1.673
1/26/2017 8:20,4.633
1/26/2017 8:30,8.68
1/26/2017 8:40,35.06
1/26/2017 8:50,66.49
1/26/2017 9:00,91.5
1/26/2017 9:10,117.1
1/26/2017 9:20,143
1/26/2017 9:30,169.4
1/26/2017 9:40,198
1/26/2017 9:50,224.6
1/26/2017 10:00,252.2
1/26/2017 10:10,278.2
1/26/2017 10:20,304.7
1/26/2017 10:30,329.2
1/26/2017 10:40,354.9
1/26/2017 10:50,377.7
1/26/2017 11:00,399
1/26/2017 11:10,419.9
1/26/2017 11:20,439.2
1/26/2017 11:30,457.8
1/26/2017 11:40,475
1/26/2017 11:50,490.3
1/26/2017 12:00,501.7
1/26/2017 12:10,512.9
1/26/2017 12:20,524.9
1/26/2017 12:30,531.9
1/26/2017 12:40,539.6
1/26/2017 12:50,544
1/26/2017 13:00,548.9
1/26/2017 13:10,550.4
1/26/2017 13:20,552.3
1/26/2017 13:30,551.8
1/26/2017 13:40,549.6
1/26/2017 13:50,545
1/26/2017 14:00,539.7
1/26/2017 14:10,531.7
1/26/2017 14:20,524.3
1/26/2017 14:30,513.1
1/26/2017 14:40,502.1
1/26/2017 14:50,487.7
1/26/2017 15:00,472.9
1/26/2017 15:10,457
1/26/2017 15:20,439.7
1/26/2017 15:30,420.8
1/26/2017 15:40,402.1
1/26/2017 15:50,381
1/26/2017 16:00,359.8
1/26/2017 16:10,335.8
1/26/2017 16:20,309.7
1/26/2017 16:30,281.1
1/26/2017 16:40,253.9
1/26/2017 16:50,228.6
1/26/2017 17:00,202.7
1/26/2017 17:10,177.7
1/26/2017 17:20,152.2
1/26/2017 17:30,127.6
1/26/2017 17:40,104.5
1/26/2017 17:50,82.5
1/26/2017 18:00,61.48
1/26/2017 18:10,41.21
1/26/2017 18:20,16.05
1/26/2017 18:30,7.36
1/26/2017 18:40,3.609
1/26/2017 18:50,1.164
1/26/2017 19:00,0.223
1/26/2017 19:10,0.04
1/26/2017 19:20,0.037
1/26/2017 19:30,0.029
1/26/2017 19:40,0.051
1/26/2017 19:50,0.059
1/26/2017 20:00,0.044
1/26/2017 20:10,0.029
1/26/2017 20:20,0.062
1/26/2017 20:30,0.055
1/26/2017 20:40,0.037
1/26/2017 20:50,0.037
1/26/2017 21:00,0.062
1/26/2017 21:10,0.062
1/26/2017 21:20,0.062
1/26/2017 21:30,0.048
1/26/2017 21:40,0.044
1/26/2017 21:50,0.055
1/26/2017 22:00,0.044
1/26/2017 22:10,0.077
1/26/2017 22:20,0.037
1/26/2017 22:30,0.077
1/26/2017 22:40,0.044
1/26/2017 22:50,0.07
1/26/2017 23:00,0.048
1/26/2017 23:10,0.062
1/26/2017 23:20,0.091
1/26/2017 23:30,0.048
1/26/2017 23:40,0.048
1/26/2017 23:50,0.062
1/27/2017 0:00,0.059
1/27/2017 0:10,0.077
1/27/2017 0:20,0.044
1/27/2017 0:30,0.051
1/27/2017 0:40,0.048
1/27/2017 0:50,0.073
1/27/2017 1:00,0.073
1/27/2017 1:10,0.081
1/27/2017 1:20,0.077
1/27/2017 1:30,0.055
1/27/2017 1:40,0.106
1/27/2017 1:50,0.062
1/27/2017 2:00,0.062
1/27/2017 2:10,0.062
1/27/2017 2:20,0.055
1/27/2017 2:30,0.04
1/27/2017 2:40,0.062
1/27/2017 2:50,0.051
1/27/2017 3:00,0.059
1/27/2017 3:10,0.059
1/27/2017 3:20,0.04
1/27/2017 3:30,0.055
1/27/2017 3:40,0.073
1/27/2017 3:50,0.088
1/27/2017 4:00,0.066
1/27/2017 4:10,0.066
1/27/2017 4:20,0.066
1/27/2017 4:30,0.059
1/27/2017 4:40,0.044
1/27/2017 4:50,0.059
1/27/2017 5:00,0.066
1/27/2017 5:10,0.066
1/27/2017 5:20,0.091
1/27/2017 5:30,0.059
1/27/2017 5:40,0.073
1/27/2017 5:50,0.084
1/27/2017 6:00,0.07
1/27/2017 6:10,0.077
1/27/2017 6:20,0.088
1/27/2017 6:30,0.073
1/27/2017 6:40,0.062
1/27/2017 6:50,0.055
1/27/2017 7:00,0.088
1/27/2017 7:10,0.073
1/27/2017 7:20,0.059
1/27/2017 7:30,0.099
1/27/2017 7:40,0.062
1/27/2017 7:50,0.106
1/27/2017 8:00,0.212
1/27/2017 8:10,1.383
1/27/2017 8:20,4.568
1/27/2017 8:30,8.94
1/27/2017 8:40,38.78
1/27/2017 8:50,67.17
1/27/2017 9:00,91.8
1/27/2017 9:10,117.2
1/27/2017 9:20,143.1
1/27/2017 9:30,169.9
1/27/2017 9:40,196.7
1/27/2017 9:50,225
1/27/2017 10:00,252.2
1/27/2017 10:10,277.9
1/27/2017 10:20,304.8
1/27/2017 10:30,327.5
1/27/2017 10:40,350.9
1/27/2017 10:50,376.8
1/27/2017 11:00,401.2
1/27/2017 11:10,421.7
1/27/2017 11:20,439.1
1/27/2017 11:30,455.9
1/27/2017 11:40,474
1/27/2017 11:50,479.6
1/27/2017 12:00,500.6
1/27/2017 12:10,511.2
1/27/2017 12:20,509.1
1/27/2017 12:30,524.1
1/27/2017 12:40,521.3
1/27/2017 12:50,529.2
1/27/2017 13:00,529.4
1/27/2017 13:10,529.8
1/27/2017 13:20,523.5
1/27/2017 13:30,533.8
1/27/2017 13:40,539.4
1/27/2017 13:50,522.9
1/27/2017 14:00,445.5
1/27/2017 14:10,458.9
1/27/2017 14:20,486.1
1/27/2017 14:30,526.3
1/27/2017 14:40,506
1/27/2017 14:50,492.3
1/27/2017 15:00,477.4
1/27/2017 15:10,459.7
1/27/2017 15:20,448.2
1/27/2017 15:30,429.9
1/27/2017 15:40,405.6
1/27/2017 15:50,390.2
1/27/2017 16:00,338
1/27/2017 16:10,327.1
1/27/2017 16:20,309.7
1/27/2017 16:30,280.8
1/27/2017 16:40,265.2
1/27/2017 16:50,253.4
1/27/2017 17:00,216
1/27/2017 17:10,177.2
1/27/2017 17:20,147.7
1/27/2017 17:30,113.4
1/27/2017 17:40,99.7
1/27/2017 17:50,81.5
1/27/2017 18:00,61.93
1/27/2017 18:10,47.65
1/27/2017 18:20,23.66
1/27/2017 18:30,11.18
1/27/2017 18:40,6.339
1/27/2017 18:50,2.449
1/27/2017 19:00,0.329
1/27/2017 19:10,0.084
1/27/2017 19:20,0.062
1/27/2017 19:30,0.066
1/27/2017 19:40,0.073
1/27/2017 19:50,0.037
1/27/2017 20:00,0.04
1/27/2017 20:10,0.062
1/27/2017 20:20,0.077
1/27/2017 20:30,0.062
1/27/2017 20:40,0.084
1/27/2017 20:50,0.059
1/27/2017 21:00,0.055
1/27/2017 21:10,0.048
1/27/2017 21:20,0.077
1/27/2017 21:30,0.073
1/27/2017 21:40,0.066
1/27/2017 21:50,0.059
1/27/2017 22:00,0.073
1/27/2017 22:10,0.062
1/27/2017 22:20,0.051
1/27/2017 22:30,0.048
1/27/2017 22:40,0.044
1/27/2017 22:50,0.059
1/27/2017 23:00,0.073
1/27/2017 23:10,0.081
1/27/2017 23:20,0.077
1/27/2017 23:30,0.051
1/27/2017 23:40,0.062
1/27/2017 23:50,0.084
1/28/2017 0:00,0.091
1/28/2017 0:10,0.081
1/28/2017 0:20,0.066
1/28/2017 0:30,0.07
1/28/2017 0:40,0.055
1/28/2017 0:50,0.044
1/28/2017 1:00,0.044
1/28/2017 1:10,0.073
1/28/2017 1:20,0.077
1/28/2017 1:30,0.062
1/28/2017 1:40,0.062
1/28/2017 1:50,0.073
1/28/2017 2:00,0.07
1/28/2017 2:10,0.077
1/28/2017 2:20,0.062
1/28/2017 2:30,0.059
1/28/2017 2:40,0.062
1/28/2017 2:50,0.044
1/28/2017 3:00,0.055
1/28/2017 3:10,0.037
1/28/2017 3:20,0.066
1/28/2017 3:30,0.073
1/28/2017 3:40,0.04
1/28/2017 3:50,0.062
1/28/2017 4:00,0.066
1/28/2017 4:10,0.048
1/28/2017 4:20,0.07
1/28/2017 4:30,0.059
1/28/2017 4:40,0.048
1/28/2017 4:50,0.055
1/28/2017 5:00,0.073
1/28/2017 5:10,0.048
1/28/2017 5:20,0.073
1/28/2017 5:30,0.062
1/28/2017 5:40,0.081
1/28/2017 5:50,0.077
1/28/2017 6:00,0.073
1/28/2017 6:10,0.11
1/28/2017 6:20,0.055
1/28/2017 6:30,0.04
1/28/2017 6:40,0.066
1/28/2017 6:50,0.044
1/28/2017 7:00,0.073
1/28/2017 7:10,0.044
1/28/2017 7:20,0.066
1/28/2017 7:30,0.059
1/28/2017 7:40,0.055
1/28/2017 7:50,0.095
1/28/2017 8:00,0.399
1/28/2017 8:10,1.98
1/28/2017 8:20,5.274
1/28/2017 8:30,9.15
1/28/2017 8:40,45.06
1/28/2017 8:50,72.1
1/28/2017 9:00,96.4
1/28/2017 9:10,121.8
1/28/2017 9:20,147.4
1/28/2017 9:30,175.9
1/28/2017 9:40,203.3
1/28/2017 9:50,230.3
1/28/2017 10:00,258.9
1/28/2017 10:10,286.4
1/28/2017 10:20,312.4
1/28/2017 10:30,337.4
1/28/2017 10:40,358.8
1/28/2017 10:50,371
1/28/2017 11:00,391
1/28/2017 11:10,422.8
1/28/2017 11:20,443.4
1/28/2017 11:30,462
1/28/2017 11:40,474.6
1/28/2017 11:50,493.1
1/28/2017 12:00,503.5
1/28/2017 12:10,516.7
1/28/2017 12:20,526.7
1/28/2017 12:30,535.2
1/28/2017 12:40,542.3
1/28/2017 12:50,548.7
1/28/2017 13:00,555.1
1/28/2017 13:10,549.1
1/28/2017 13:20,557.6
1/28/2017 13:30,551.6
1/28/2017 13:40,553.2
1/28/2017 13:50,549.5
1/28/2017 14:00,542.7
1/28/2017 14:10,534.3
1/28/2017 14:20,525.6
1/28/2017 14:30,516.9
1/28/2017 14:40,505.9
1/28/2017 14:50,489.3
1/28/2017 15:00,474.1
1/28/2017 15:10,460
1/28/2017 15:20,441.6
1/28/2017 15:30,423.1
1/28/2017 15:40,403
1/28/2017 15:50,382.3
1/28/2017 16:00,359
1/28/2017 16:10,332.6
1/28/2017 16:20,303.7
1/28/2017 16:30,280.4
1/28/2017 16:40,255.7
1/28/2017 16:50,228.9
1/28/2017 17:00,202.4
1/28/2017 17:10,179.2
1/28/2017 17:20,151.3
1/28/2017 17:30,126.1
1/28/2017 17:40,103.4
1/28/2017 17:50,83.3
1/28/2017 18:00,63.68
1/28/2017 18:10,45.39
1/28/2017 18:20,22.27
1/28/2017 18:30,8.28
1/28/2017 18:40,4.213
1/28/2017 18:50,1.46
1/28/2017 19:00,0.3
1/28/2017 19:10,0.07
1/28/2017 19:20,0.062
1/28/2017 19:30,0.07
1/28/2017 19:40,0.055
1/28/2017 19:50,0.055
1/28/2017 20:00,0.062
1/28/2017 20:10,0.062
1/28/2017 20:20,0.095
1/28/2017 20:30,0.059
1/28/2017 20:40,0.07
1/28/2017 20:50,0.066
1/28/2017 21:00,0.051
1/28/2017 21:10,0.055
1/28/2017 21:20,0.062
1/28/2017 21:30,0.051
1/28/2017 21:40,0.022
1/28/2017 21:50,0.055
1/28/2017 22:00,0.062
1/28/2017 22:10,0.048
1/28/2017 22:20,0.044
1/28/2017 22:30,0.037
1/28/2017 22:40,0.029
1/28/2017 22:50,0.055
1/28/2017 23:00,0.073
1/28/2017 23:10,0.051
1/28/2017 23:20,0.059
1/28/2017 23:30,0.051
1/28/2017 23:40,0.062
1/28/2017 23:50,0.066
1/29/2017 0:00,0.059
1/29/2017 0:10,0.048
1/29/2017 0:20,0.059
1/29/2017 0:30,0.073
1/29/2017 0:40,0.04
1/29/2017 0:50,0.055
1/29/2017 1:00,0.059
1/29/2017 1:10,0.059
1/29/2017 1:20,0.037
1/29/2017 1:30,0.059
1/29/2017 1:40,0.073
1/29/2017 1:50,0.077
1/29/2017 2:00,0.055
1/29/2017 2:10,0.062
1/29/2017 2:20,0.062
1/29/2017 2:30,0.095
1/29/2017 2:40,0.073
1/29/2017 2:50,0.088
1/29/2017 3:00,0.051
1/29/2017 3:10,0.04
1/29/2017 3:20,0.062
1/29/2017 3:30,0.051
1/29/2017 3:40,0.081
1/29/2017 3:50,0.062
1/29/2017 4:00,0.048
1/29/2017 4:10,0.044
1/29/2017 4:20,0.044
1/29/2017 4:30,0.095
1/29/2017 4:40,0.051
1/29/2017 4:50,0.066
1/29/2017 5:00,0.055
1/29/2017 5:10,0.051
1/29/2017 5:20,0.033
1/29/2017 5:30,0.033
1/29/2017 5:40,0.07
1/29/2017 5:50,0.048
1/29/2017 6:00,0.059
1/29/2017 6:10,0.066
1/29/2017 6:20,0.048
1/29/2017 6:30,0.07
1/29/2017 6:40,0.066
1/29/2017 6:50,0.048
1/29/2017 7:00,0.081
1/29/2017 7:10,0.07
1/29/2017 7:20,0.055
1/29/2017 7:30,0.073
1/29/2017 7:40,0.077
1/29/2017 7:50,0.059
1/29/2017 8:00,0.479
1/29/2017 8:10,2.083
1/29/2017 8:20,5.724
1/29/2017 8:30,11.18
1/29/2017 8:40,46.92
1/29/2017 8:50,71.4
1/29/2017 9:00,97.7
1/29/2017 9:10,124.8
1/29/2017 9:20,157.1
1/29/2017 9:30,185.8
1/29/2017 9:40,215
1/29/2017 9:50,172.5
1/29/2017 10:00,212.2
1/29/2017 10:10,275
1/29/2017 10:20,317.1
1/29/2017 10:30,342
1/29/2017 10:40,362.8
1/29/2017 10:50,396.9
1/29/2017 11:00,395.5
1/29/2017 11:10,446.1
1/29/2017 11:20,467.5
1/29/2017 11:30,439.4
1/29/2017 11:40,496.3
1/29/2017 11:50,514.2
1/29/2017 12:00,514.7
1/29/2017 12:10,523.3
1/29/2017 12:20,473
1/29/2017 12:30,453.4
1/29/2017 12:40,509.3
1/29/2017 12:50,545.3
1/29/2017 13:00,561
1/29/2017 13:10,562.1
1/29/2017 13:20,564.5
1/29/2017 13:30,613.2
1/29/2017 13:40,626.3
1/29/2017 13:50,496.9
1/29/2017 14:00,448.2
1/29/2017 14:10,552.1
1/29/2017 14:20,607.1
1/29/2017 14:30,582.3
1/29/2017 14:40,518.1
1/29/2017 14:50,582.8
1/29/2017 15:00,488.2
1/29/2017 15:10,539.6
1/29/2017 15:20,494.5
1/29/2017 15:30,462.8
1/29/2017 15:40,404.6
1/29/2017 15:50,394.9
1/29/2017 16:00,386.7
1/29/2017 16:10,368.9
1/29/2017 16:20,340.3
1/29/2017 16:30,239.8
1/29/2017 16:40,159.5
1/29/2017 16:50,103.3
1/29/2017 17:00,135.4
1/29/2017 17:10,115.8
1/29/2017 17:20,105.2
1/29/2017 17:30,62.23
1/29/2017 17:40,92.3
1/29/2017 17:50,98.6
1/29/2017 18:00,51.42
1/29/2017 18:10,29.18
1/29/2017 18:20,20.51
1/29/2017 18:30,11.88
1/29/2017 18:40,4.736
1/29/2017 18:50,3.506
1/29/2017 19:00,0.534
1/29/2017 19:10,0.091
1/29/2017 19:20,0.07
1/29/2017 19:30,0.095
1/29/2017 19:40,0.04
1/29/2017 19:50,0.066
1/29/2017 20:00,0.077
1/29/2017 20:10,0.059
1/29/2017 20:20,0.04
1/29/2017 20:30,0.051
1/29/2017 20:40,0.062
1/29/2017 20:50,0.07
1/29/2017 21:00,0.066
1/29/2017 21:10,0.088
1/29/2017 21:20,0.081
1/29/2017 21:30,0.088
1/29/2017 21:40,0.066
1/29/2017 21:50,0.062
1/29/2017 22:00,0.059
1/29/2017 22:10,0.066
1/29/2017 22:20,0.055
1/29/2017 22:30,0.062
1/29/2017 22:40,0.102
1/29/2017 22:50,0.051
1/29/2017 23:00,0.055
1/29/2017 23:10,0.04
1/29/2017 23:20,0.07
1/29/2017 23:30,0.044
1/29/2017 23:40,0.07
1/29/2017 23:50,0.062
1/30/2017 0:00,0.091
1/30/2017 0:10,0.081
1/30/2017 0:20,0.066
1/30/2017 0:30,0.037
1/30/2017 0:40,0.055
1/30/2017 0:50,0.091
1/30/2017 1:00,0.073
1/30/2017 1:10,0.037
1/30/2017 1:20,0.044
1/30/2017 1:30,0.07
1/30/2017 1:40,0.062
1/30/2017 1:50,0.062
1/30/2017 2:00,0.084
1/30/2017 2:10,0.059
1/30/2017 2:20,0.07
1/30/2017 2:30,0.07
1/30/2017 2:40,0.033
1/30/2017 2:50,0.048
1/30/2017 3:00,0.04
1/30/2017 3:10,0.073
1/30/2017 3:20,0.051
1/30/2017 3:30,0.051
1/30/2017 3:40,0.091
1/30/2017 3:50,0.062
1/30/2017 4:00,0.084
1/30/2017 4:10,0.062
1/30/2017 4:20,0.106
1/30/2017 4:30,0.051
1/30/2017 4:40,0.055
1/30/2017 4:50,0.04
1/30/2017 5:00,0.051
1/30/2017 5:10,0.055
1/30/2017 5:20,0.055
1/30/2017 5:30,0.066
1/30/2017 5:40,0.062
1/30/2017 5:50,0.084
1/30/2017 6:00,0.048
1/30/2017 6:10,0.07
1/30/2017 6:20,0.048
1/30/2017 6:30,0.059
1/30/2017 6:40,0.073
1/30/2017 6:50,0.055
1/30/2017 7:00,0.04
1/30/2017 7:10,0.055
1/30/2017 7:20,0.077
1/30/2017 7:30,0.07
1/30/2017 7:40,0.055
1/30/2017 7:50,0.084
1/30/2017 8:00,0.117
1/30/2017 8:10,0.479
1/30/2017 8:20,2.093
1/30/2017 8:30,6.906
1/30/2017 8:40,16.68
1/30/2017 8:50,27.27
1/30/2017 9:00,47.95
1/30/2017 9:10,61.82
1/30/2017 9:20,43.39
1/30/2017 9:30,47.05
1/30/2017 9:40,59.95
1/30/2017 9:50,84
1/30/2017 10:00,80.8
1/30/2017 10:10,118
1/30/2017 10:20,174.7
1/30/2017 10:30,221
1/30/2017 10:40,200.8
1/30/2017 10:50,153.4
1/30/2017 11:00,180.1
1/30/2017 11:10,171.9
1/30/2017 11:20,133
1/30/2017 11:30,105.3
1/30/2017 11:40,415.5
1/30/2017 11:50,343
1/30/2017 12:00,609.2
1/30/2017 12:10,419.2
1/30/2017 12:20,351.3
1/30/2017 12:30,594.4
1/30/2017 12:40,750
1/30/2017 12:50,658
1/30/2017 13:00,427.4
1/30/2017 13:10,177
1/30/2017 13:20,215.1
1/30/2017 13:30,222.8
1/30/2017 13:40,185
1/30/2017 13:50,262.2
1/30/2017 14:00,293.2
1/30/2017 14:10,234.4
1/30/2017 14:20,206.2
1/30/2017 14:30,149
1/30/2017 14:40,192.3
1/30/2017 14:50,148.6
1/30/2017 15:00,130.9
1/30/2017 15:10,120.7
1/30/2017 15:20,103.4
1/30/2017 15:30,91.9
1/30/2017 15:40,64.88
1/30/2017 15:50,60.9
1/30/2017 16:00,58.31
1/30/2017 16:10,56.65
1/30/2017 16:20,65.39
1/30/2017 16:30,70.6
1/30/2017 16:40,59.89
1/30/2017 16:50,66.57
1/30/2017 17:00,70.6
1/30/2017 17:10,63.08
1/30/2017 17:20,71.2
1/30/2017 17:30,57.1
1/30/2017 17:40,45.26
1/30/2017 17:50,37.35
1/30/2017 18:00,23.79
1/30/2017 18:10,11.38
1/30/2017 18:20,5.002
1/30/2017 18:30,2.686
1/30/2017 18:40,0.823
1/30/2017 18:50,0.977
1/30/2017 19:00,0.179
1/30/2017 19:10,0.048
1/30/2017 19:20,0.029
1/30/2017 19:30,0.026
1/30/2017 19:40,0.048
1/30/2017 19:50,0.037
1/30/2017 20:00,0.04
1/30/2017 20:10,0.022
1/30/2017 20:20,0.044
1/30/2017 20:30,0.026
1/30/2017 20:40,0.029
1/30/2017 20:50,0.037
1/30/2017 21:00,0.022
1/30/2017 21:10,0.055
1/30/2017 21:20,0.048
1/30/2017 21:30,0.037
1/30/2017 21:40,0.037
1/30/2017 21:50,0.044
1/30/2017 22:00,0.033
1/30/2017 22:10,0.026
1/30/2017 22:20,0.04
1/30/2017 22:30,0.026
1/30/2017 22:40,0.033
1/30/2017 22:50,0.033
1/30/2017 23:00,0.018
1/30/2017 23:10,0.044
1/30/2017 23:20,0.033
1/30/2017 23:30,0.055
1/30/2017 23:40,0.04
1/30/2017 23:50,0.048
1/31/2017 0:00,0.029
1/31/2017 0:10,0.04
1/31/2017 0:20,0.048
1/31/2017 0:30,0.029
1/31/2017 0:40,0.048
1/31/2017 0:50,0.051
1/31/2017 1:00,0.048
1/31/2017 1:10,0.022
1/31/2017 1:20,0.037
1/31/2017 1:30,0.022
1/31/2017 1:40,0.04
1/31/2017 1:50,0.033
1/31/2017 2:00,0.033
1/31/2017 2:10,0.033
1/31/2017 2:20,0.033
1/31/2017 2:30,0.033
1/31/2017 2:40,0.029
1/31/2017 2:50,0.022
1/31/2017 3:00,0.062
1/31/2017 3:10,0.04
1/31/2017 3:20,0.066
1/31/2017 3:30,0.062
1/31/2017 3:40,0.055
1/31/2017 3:50,0.018
1/31/2017 4:00,0.077
1/31/2017 4:10,0.055
1/31/2017 4:20,0.033
1/31/2017 4:30,0.026
1/31/2017 4:40,0.059
1/31/2017 4:50,0.048
1/31/2017 5:00,0.018
1/31/2017 5:10,0.055
1/31/2017 5:20,0.073
1/31/2017 5:30,0.048
1/31/2017 5:40,0.037
1/31/2017 5:50,0.048
1/31/2017 6:00,0.04
1/31/2017 6:10,0.055
1/31/2017 6:20,0.033
1/31/2017 6:30,0.018
1/31/2017 6:40,0.037
1/31/2017 6:50,0.033
1/31/2017 7:00,0.051
1/31/2017 7:10,0.026
1/31/2017 7:20,0.077
1/31/2017 7:30,0.091
1/31/2017 7:40,0.081
1/31/2017 7:50,0.077
1/31/2017 8:00,0.242
1/31/2017 8:10,1.058
1/31/2017 8:20,4.713
1/31/2017 8:30,15.03
1/31/2017 8:40,39.94
1/31/2017 8:50,50.73
1/31/2017 9:00,120.1
1/31/2017 9:10,212.5
1/31/2017 9:20,235.1
1/31/2017 9:30,340.7
1/31/2017 9:40,371
1/31/2017 9:50,330.5
1/31/2017 10:00,214
1/31/2017 10:10,120.9
1/31/2017 10:20,126.4
1/31/2017 10:30,71.9
1/31/2017 10:40,89.3
1/31/2017 10:50,71.9
1/31/2017 11:00,128.5
1/31/2017 11:10,148.1
1/31/2017 11:20,167.7
1/31/2017 11:30,123.7
1/31/2017 11:40,80
1/31/2017 11:50,83.9
1/31/2017 12:00,92.1
1/31/2017 12:10,181
1/31/2017 12:20,119.2
1/31/2017 12:30,174.5
1/31/2017 12:40,118.1
1/31/2017 12:50,141.4
1/31/2017 13:00,103.2
1/31/2017 13:10,110.2
1/31/2017 13:20,94.4
1/31/2017 13:30,78.7
1/31/2017 13:40,97.7
1/31/2017 13:50,82.8
1/31/2017 14:00,74.6
1/31/2017 14:10,122.6
1/31/2017 14:20,104.5
1/31/2017 14:30,133.1
1/31/2017 14:40,116
1/31/2017 14:50,131.8
1/31/2017 15:00,136.6
1/31/2017 15:10,130.8
1/31/2017 15:20,115.5
1/31/2017 15:30,116.8
1/31/2017 15:40,97.7
1/31/2017 15:50,87.6
1/31/2017 16:00,69
1/31/2017 16:10,57.98
1/31/2017 16:20,58.01
1/31/2017 16:30,117.5
1/31/2017 16:40,209.7
1/31/2017 16:50,141.2
1/31/2017 17:00,143.8
1/31/2017 17:10,90.1
1/31/2017 17:20,52.21
1/31/2017 17:30,80.7
1/31/2017 17:40,137.2
1/31/2017 17:50,81.9
1/31/2017 18:00,38.57
1/31/2017 18:10,22.81
1/31/2017 18:20,11.91
1/31/2017 18:30,5.036
1/31/2017 18:40,2.719
1/31/2017 18:50,1.383
1/31/2017 19:00,0.373
1/31/2017 19:10,0.055
1/31/2017 19:20,0.059
1/31/2017 19:30,0.059
1/31/2017 19:40,0.044
1/31/2017 19:50,0.055
1/31/2017 20:00,0.073
1/31/2017 20:10,0.088
1/31/2017 20:20,0.044
1/31/2017 20:30,0.037
1/31/2017 20:40,0.07
1/31/2017 20:50,0.044
1/31/2017 21:00,0.077
1/31/2017 21:10,0.033
1/31/2017 21:20,0.059
1/31/2017 21:30,0.037
1/31/2017 21:40,0.081
1/31/2017 21:50,0.062
1/31/2017 22:00,0.073
1/31/2017 22:10,0.04
1/31/2017 22:20,0.081
1/31/2017 22:30,0.07
1/31/2017 22:40,0.073
1/31/2017 22:50,0.066
1/31/2017 23:00,0.062
1/31/2017 23:10,0.055
1/31/2017 23:20,0.073
1/31/2017 23:30,0.073
1/31/2017 23:40,0.07
1/31/2017 23:50,0.048
